lat_bin,lon_bin,safety_score,total_businesses,lat,lon,bank_atm,restaurant_takeout,coffee_shop,convenience_store,24_7_pharmacy,gas_station,grocery_store,gym_late
16,51,74,18,43.66250000000004,-79.38250000000023,4,5,3,2,1,0,2,1
35,64,2,1,43.757500000000086,-79.3175000000003,0,0,0,1,0,0,0,0
36,29,9,3,43.76250000000009,-79.49250000000013,0,2,1,0,0,0,0,0
28,25,5,2,43.72250000000007,-79.51250000000012,0,0,1,1,0,0,0,0
18,11,16,4,43.67250000000004,-79.58250000000005,1,1,0,1,0,1,0,0
46,79,3,1,43.812500000000114,-79.24250000000036,0,0,1,0,0,0,0,0
17,52,64,19,43.66750000000004,-79.37750000000024,2,4,6,3,0,0,2,2
36,65,8,3,43.76250000000009,-79.3125000000003,0,2,0,1,0,0,0,0
28,61,8,3,43.72250000000007,-79.33250000000028,0,1,1,1,0,0,0,0
29,26,0,0,43.72750000000007,-79.50750000000012,0,0,0,0,0,0,0,0
21,22,19,5,43.68750000000005,-79.5275000000001,1,2,0,1,0,1,0,0
10,12,13,4,43.63250000000002,-79.57750000000006,0,2,0,1,0,1,0,0
42,81,0,0,43.7925000000001,-79.23250000000037,0,0,0,0,0,0,0,0
20,62,11,4,43.68250000000005,-79.32750000000028,0,2,1,1,0,0,0,0
25,28,6,2,43.70750000000006,-79.49750000000013,0,1,1,0,0,0,0,0
39,75,31,8,43.777500000000096,-79.26250000000034,1,3,0,1,0,2,1,0
23,67,3,1,43.697500000000055,-79.30250000000031,0,0,1,0,0,0,0,0
24,32,0,0,43.70250000000006,-79.47750000000015,0,0,0,0,0,0,0,0
43,45,8,3,43.797500000000106,-79.41250000000021,0,2,0,1,0,0,0,0
35,41,39,12,43.757500000000086,-79.43250000000019,1,5,2,2,0,0,1,1
14,18,21,6,43.65250000000003,-79.54750000000008,0,2,1,1,0,2,0,0
32,72,19,5,43.74250000000008,-79.27750000000033,1,2,0,1,0,1,0,0
45,91,5,2,43.80750000000011,-79.18250000000042,0,0,1,1,0,0,0,0
24,68,23,7,43.70250000000006,-79.29750000000031,0,3,1,1,0,1,1,0
16,64,0,0,43.66250000000004,-79.3175000000003,0,0,0,0,0,0,0,0
17,29,5,2,43.66750000000004,-79.49250000000013,0,1,0,1,0,0,0,0
36,42,38,10,43.76250000000009,-79.4275000000002,2,3,2,1,0,1,1,0
9,25,23,6,43.62750000000002,-79.51250000000012,1,1,1,1,0,1,1,0
28,38,5,2,43.72250000000007,-79.44750000000018,0,0,1,1,0,0,0,0
29,3,0,0,43.72750000000007,-79.62250000000002,0,0,0,0,0,0,0,0
6,19,11,4,43.61250000000001,-79.54250000000009,0,2,1,1,0,0,0,0
42,58,3,1,43.7925000000001,-79.34750000000027,0,0,1,0,0,0,0,0
21,35,5,2,43.68750000000005,-79.46250000000016,0,0,1,1,0,0,0,0
27,78,31,8,43.717500000000065,-79.24750000000036,1,2,1,1,0,2,1,0
33,9,6,2,43.74750000000008,-79.59250000000004,0,2,0,0,0,0,0,0
20,39,2,1,43.68250000000005,-79.44250000000018,0,0,0,1,0,0,0,0
39,52,0,0,43.777500000000096,-79.37750000000024,0,0,0,0,0,0,0,0
30,83,20,6,43.73250000000007,-79.22250000000038,0,3,0,1,0,1,1,0
31,48,5,2,43.737500000000075,-79.39750000000022,0,1,0,1,0,0,0,0
10,25,28,7,43.63250000000002,-79.51250000000012,1,2,0,1,0,2,1,0
42,94,3,1,43.7925000000001,-79.16750000000043,0,1,0,0,0,0,0,0
2,21,6,2,43.5925,-79.5325000000001,0,2,0,0,0,0,0,0
13,36,8,3,43.64750000000003,-79.45750000000017,0,2,0,1,0,0,0,0
31,84,19,5,43.737500000000075,-79.21750000000038,1,2,0,1,0,1,0,0
32,49,20,6,43.74250000000008,-79.39250000000023,1,2,2,1,0,0,0,0
24,45,27,7,43.70250000000006,-79.41250000000021,2,2,1,1,0,0,1,0
16,41,11,4,43.66250000000004,-79.43250000000019,0,2,1,1,0,0,0,0
35,54,3,1,43.757500000000086,-79.36750000000025,0,1,0,0,0,0,0,0
36,19,8,3,43.76250000000009,-79.54250000000009,0,1,1,1,0,0,0,0
28,15,6,2,43.72250000000007,-79.56250000000007,0,1,1,0,0,0,0,0
46,69,8,3,43.812500000000114,-79.29250000000032,0,2,0,1,0,0,0,0
38,65,8,3,43.77250000000009,-79.3125000000003,0,1,1,1,0,0,0,0
17,42,2,1,43.66750000000004,-79.4275000000002,0,0,0,1,0,0,0,0
49,74,3,1,43.82750000000012,-79.26750000000034,0,0,1,0,0,0,0,0
29,16,6,2,43.72750000000007,-79.55750000000008,0,1,1,0,0,0,0,0
21,12,21,6,43.68750000000005,-79.57750000000006,0,3,0,1,0,2,0,0
27,55,8,3,43.717500000000065,-79.36250000000025,0,1,1,1,0,0,0,0
39,29,6,2,43.777500000000096,-79.49250000000013,0,2,0,0,0,0,0,0
30,60,0,0,43.73250000000007,-79.33750000000028,0,0,0,0,0,0,0,0
50,75,9,3,43.832500000000124,-79.26250000000034,0,2,1,0,0,0,0,0
42,71,3,1,43.7925000000001,-79.28250000000033,0,0,1,0,0,0,0,0
20,52,3,1,43.68250000000005,-79.37750000000024,0,0,1,0,0,0,0,0
39,65,8,3,43.777500000000096,-79.3125000000003,0,2,0,1,0,0,0,0
12,48,76,21,43.64250000000003,-79.39750000000022,2,8,4,3,1,0,2,1
13,13,24,6,43.64750000000003,-79.57250000000006,1,1,1,1,0,2,0,0
32,26,2,1,43.74250000000008,-79.50750000000012,0,0,0,1,0,0,0,0
23,57,11,4,43.697500000000055,-79.35250000000026,0,2,1,1,0,0,0,0
24,22,8,3,43.70250000000006,-79.5275000000001,0,1,1,1,0,0,0,0
16,18,23,6,43.66250000000004,-79.54750000000008,1,2,0,1,0,1,1,0
35,31,5,2,43.757500000000086,-79.48250000000014,0,1,0,1,0,0,0,0
34,72,25,7,43.75250000000008,-79.27750000000033,0,3,0,1,0,2,1,0
13,49,81,23,43.64750000000003,-79.39250000000023,4,8,5,3,0,0,2,1
45,81,5,2,43.80750000000011,-79.23250000000037,0,1,0,1,0,0,0,0
37,77,24,6,43.76750000000009,-79.25250000000035,1,2,0,1,0,2,0,0
16,54,60,18,43.66250000000004,-79.36750000000025,2,5,5,3,0,0,1,2
17,19,24,6,43.66750000000004,-79.54250000000009,1,1,1,1,0,2,0,0
36,32,3,1,43.76250000000009,-79.47750000000015,0,1,0,0,0,0,0,0
9,15,23,6,43.62750000000002,-79.56250000000007,1,2,0,1,0,1,1,0
28,28,3,1,43.72250000000007,-79.49750000000013,0,0,1,0,0,0,0,0
26,67,5,2,43.71250000000006,-79.30250000000031,0,0,1,1,0,0,0,0
46,82,11,4,43.812500000000114,-79.22750000000038,0,2,1,1,0,0,0,0
38,78,18,5,43.77250000000009,-79.24750000000036,0,2,0,1,0,2,0,0
42,48,3,1,43.7925000000001,-79.39750000000022,0,1,0,0,0,0,0,0
27,68,16,4,43.717500000000065,-79.29750000000031,1,1,0,1,0,1,0,0
19,64,3,1,43.677500000000045,-79.3175000000003,0,1,0,0,0,0,0,0
20,29,2,1,43.68250000000005,-79.49250000000013,0,0,0,1,0,0,0,0
39,42,38,10,43.777500000000096,-79.4275000000002,2,2,3,1,0,1,0,1
12,25,18,5,43.64250000000003,-79.51250000000012,0,2,0,1,0,2,0,0
30,73,17,5,43.73250000000007,-79.27250000000033,0,1,1,1,0,1,1,0
31,38,6,2,43.737500000000075,-79.44750000000018,0,2,0,0,0,0,0,0
23,34,5,2,43.697500000000055,-79.46750000000016,0,1,0,1,0,0,0,0
35,8,3,1,43.757500000000086,-79.59750000000004,0,1,0,0,0,0,0,0
33,84,14,4,43.74750000000008,-79.21750000000038,0,1,0,1,0,1,1,0
13,26,28,7,43.64750000000003,-79.50750000000012,1,2,0,1,0,2,1,0
44,93,8,3,43.80250000000011,-79.17250000000043,0,1,1,1,0,0,0,0
32,39,27,8,43.74250000000008,-79.44250000000018,1,2,2,2,0,1,0,0
24,35,8,3,43.70250000000006,-79.46250000000016,0,2,0,1,0,0,0,0
16,31,2,1,43.66250000000004,-79.48250000000014,0,0,0,1,0,0,0,0
35,44,36,10,43.757500000000086,-79.4175000000002,1,4,1,1,0,1,1,1
22,74,3,1,43.69250000000005,-79.26750000000034,0,0,1,0,0,0,0,0
28,5,5,2,43.72250000000007,-79.61250000000003,0,0,1,1,0,0,0,0
45,94,5,2,43.80750000000011,-79.16750000000043,0,1,0,1,0,0,0,0
5,21,3,1,43.60750000000001,-79.5325000000001,0,0,1,0,0,0,0,0
37,90,8,3,43.76750000000009,-79.18750000000041,0,1,1,1,0,0,0,0
38,55,11,4,43.77250000000009,-79.36250000000025,0,2,1,1,0,0,0,0
9,28,3,1,43.62750000000002,-79.49750000000013,0,1,0,0,0,0,0,0
8,32,5,2,43.62250000000002,-79.47750000000015,0,1,0,1,0,0,0,0
26,80,31,8,43.71250000000006,-79.23750000000037,1,2,1,1,0,2,1,0
27,45,17,5,43.717500000000065,-79.41250000000021,1,2,1,1,0,0,0,0
19,41,8,3,43.677500000000045,-79.43250000000019,0,1,1,1,0,0,0,0
11,37,2,1,43.637500000000024,-79.45250000000017,0,0,0,1,0,0,0,0
31,15,5,2,43.737500000000075,-79.56250000000007,0,0,1,1,0,0,0,0
42,61,11,4,43.7925000000001,-79.33250000000028,0,2,1,1,0,0,0,0
40,100,2,1,43.7825000000001,-79.13750000000046,0,0,0,1,0,0,0,0
20,42,11,4,43.68250000000005,-79.4275000000002,0,2,1,1,0,0,0,0
12,38,5,2,43.64250000000003,-79.44750000000018,0,0,1,1,0,0,0,0
31,51,2,1,43.737500000000075,-79.38250000000023,0,0,0,1,0,0,0,0
32,16,5,2,43.74250000000008,-79.55750000000008,0,0,1,1,0,0,0,0
23,47,38,11,43.697500000000055,-79.40250000000022,2,3,3,2,0,0,0,1
24,12,8,3,43.70250000000006,-79.57750000000006,0,1,1,1,0,0,0,0
35,21,5,2,43.757500000000086,-79.5325000000001,0,0,1,1,0,0,0,0
41,101,2,1,43.7875000000001,-79.13250000000046,0,0,0,1,0,0,0,0
34,62,3,1,43.75250000000008,-79.32750000000028,0,0,1,0,0,0,0,0
45,71,3,1,43.80750000000011,-79.28250000000033,0,0,1,0,0,0,0,0
37,67,0,0,43.76750000000009,-79.30250000000031,0,0,0,0,0,0,0,0
28,18,8,3,43.72250000000007,-79.54750000000008,0,2,0,1,0,0,0,0
15,48,67,19,43.657500000000034,-79.39750000000022,3,5,6,2,0,0,2,1
26,57,3,1,43.71250000000006,-79.35250000000026,0,1,0,0,0,0,0,0
27,22,6,2,43.717500000000065,-79.5275000000001,0,1,1,0,0,0,0,0
18,53,6,2,43.67250000000004,-79.37250000000024,0,1,1,0,0,0,0,0
38,68,21,6,43.77250000000009,-79.29750000000031,0,2,1,1,0,2,0,0
30,27,11,4,43.73250000000007,-79.50250000000013,0,2,1,1,0,0,0,0
42,38,8,3,43.7925000000001,-79.44750000000018,0,1,1,1,0,0,0,0
48,81,5,2,43.82250000000012,-79.23250000000037,0,1,0,1,0,0,0,0
19,54,11,4,43.677500000000045,-79.36750000000025,0,2,1,1,0,0,0,0
20,19,20,6,43.68250000000005,-79.54250000000009,0,3,0,1,0,1,1,0
11,50,84,21,43.637500000000024,-79.38750000000023,4,5,5,2,1,0,2,2
39,32,5,2,43.777500000000096,-79.47750000000015,0,1,0,1,0,0,0,0
30,63,2,1,43.73250000000007,-79.32250000000029,0,0,0,1,0,0,0,0
31,28,3,1,43.737500000000075,-79.49750000000013,0,0,1,0,0,0,0,0
12,15,28,7,43.64250000000003,-79.56250000000007,1,1,1,1,0,2,1,0
23,24,19,5,43.697500000000055,-79.51750000000011,1,1,1,1,0,1,0,0
41,78,3,1,43.7875000000001,-79.24750000000036,0,0,1,0,0,0,0,0
34,39,30,9,43.75250000000008,-79.44250000000018,1,2,2,2,0,0,1,1
13,16,23,7,43.64750000000003,-79.55750000000008,0,3,1,1,0,1,1,0
25,70,25,6,43.70750000000006,-79.28750000000032,1,1,0,1,0,2,1,0
44,83,5,2,43.80250000000011,-79.22250000000038,0,1,0,1,0,0,0,0
24,25,11,4,43.70250000000006,-79.51250000000012,0,2,1,1,0,0,0,0
37,44,33,10,43.76750000000009,-79.4175000000002,1,4,2,2,0,1,0,0
16,21,20,6,43.66250000000004,-79.5325000000001,0,3,0,1,0,1,1,0
22,64,5,2,43.69250000000005,-79.3175000000003,0,1,0,1,0,0,0,0
14,60,5,2,43.65250000000003,-79.33750000000028,0,1,0,1,0,0,0,0
34,75,19,6,43.75250000000008,-79.26250000000034,0,3,1,1,0,1,0,0
26,34,6,2,43.71250000000006,-79.46750000000016,0,2,0,0,0,0,0,0
37,80,19,5,43.76750000000009,-79.23750000000037,0,1,0,1,0,2,1,0
38,45,46,13,43.77250000000009,-79.41250000000021,2,4,3,2,0,1,1,0
15,61,9,3,43.657500000000034,-79.33250000000028,0,2,1,0,0,0,0,0
8,22,24,7,43.62250000000002,-79.5275000000001,0,3,1,1,0,2,0,0
26,70,24,6,43.71250000000006,-79.28750000000032,1,2,0,1,0,2,0,0
27,35,3,1,43.717500000000065,-79.46250000000016,0,0,1,0,0,0,0,0
18,66,6,2,43.67250000000004,-79.3075000000003,0,1,1,0,0,0,0,0
19,31,6,2,43.677500000000045,-79.48250000000014,0,2,0,0,0,0,0,0
11,27,22,6,43.637500000000024,-79.50250000000013,1,2,1,1,0,1,0,0
30,40,3,1,43.73250000000007,-79.43750000000018,0,0,1,0,0,0,0,0
31,5,5,2,43.737500000000075,-79.61250000000003,0,1,0,1,0,0,0,0
29,81,31,8,43.72750000000007,-79.23250000000037,1,3,0,1,0,2,1,0
41,55,8,3,43.7875000000001,-79.36250000000025,0,2,0,1,0,0,0,0
20,32,11,4,43.68250000000005,-79.47750000000015,0,2,1,1,0,0,0,0
33,51,25,7,43.74750000000008,-79.38250000000023,1,2,1,1,0,0,1,1
12,28,0,0,43.64250000000003,-79.49750000000013,0,0,0,0,0,0,0,0
44,60,3,1,43.80250000000011,-79.33750000000028,0,1,0,0,0,0,0,0
32,6,0,0,43.74250000000008,-79.60750000000003,0,0,0,0,0,0,0,0
23,37,6,2,43.697500000000055,-79.45250000000017,0,2,0,0,0,0,0,0
4,24,8,3,43.602500000000006,-79.51750000000011,0,2,0,1,0,0,0,0
35,11,8,3,43.757500000000086,-79.58250000000005,0,1,1,1,0,0,0,0
22,41,6,2,43.69250000000005,-79.43250000000019,0,1,1,0,0,0,0,0
1,18,2,1,43.5875,-79.54750000000008,0,0,0,1,0,0,0,0
33,87,20,6,43.74750000000008,-79.2025000000004,0,2,1,1,0,1,1,0
34,52,0,0,43.75250000000008,-79.37750000000024,0,0,0,0,0,0,0,0
44,96,3,1,43.80250000000011,-79.15750000000044,0,0,1,0,0,0,0,0
45,61,2,1,43.80750000000011,-79.33250000000028,0,0,0,1,0,0,0,0
37,57,2,1,43.76750000000009,-79.35250000000026,0,0,0,1,0,0,0,0
38,22,8,3,43.77250000000009,-79.5275000000001,0,1,1,1,0,0,0,0
43,100,3,1,43.797500000000106,-79.13750000000046,0,0,1,0,0,0,0,0
15,38,11,4,43.657500000000034,-79.44750000000018,0,2,1,1,0,0,0,0
26,47,24,7,43.71250000000006,-79.40250000000022,1,3,1,1,0,0,1,0
27,12,0,0,43.717500000000065,-79.57750000000006,0,0,0,0,0,0,0,0
18,43,0,0,43.67250000000004,-79.4225000000002,0,0,0,0,0,0,0,0
36,97,3,1,43.76250000000009,-79.15250000000044,0,0,1,0,0,0,0,0
29,58,6,2,43.72750000000007,-79.34750000000027,0,2,0,0,0,0,0,0
48,71,2,1,43.82250000000012,-79.28250000000033,0,0,0,1,0,0,0,0
40,67,9,3,43.7825000000001,-79.30250000000031,0,2,1,0,0,0,0,0
19,44,37,11,43.677500000000045,-79.4175000000002,1,5,1,2,0,1,0,1
20,9,25,7,43.68250000000005,-79.59250000000004,1,3,1,1,0,1,0,0
11,40,8,3,43.637500000000024,-79.43750000000018,0,2,0,1,0,0,0,0
31,18,8,3,43.737500000000075,-79.54750000000008,0,2,0,1,0,0,0,0
23,14,22,6,43.697500000000055,-79.56750000000007,0,1,1,1,0,2,1,0
33,64,6,2,43.74750000000008,-79.3175000000003,0,1,1,0,0,0,0,0
34,29,2,1,43.75250000000008,-79.49250000000013,0,0,0,1,0,0,0,0
25,60,2,1,43.70750000000006,-79.33750000000028,0,0,0,1,0,0,0,0
44,73,9,3,43.80250000000011,-79.27250000000033,0,2,1,0,0,0,0,0
37,34,5,2,43.76750000000009,-79.46750000000016,0,0,1,1,0,0,0,0
22,54,3,1,43.69250000000005,-79.36750000000025,0,1,0,0,0,0,0,0
14,50,62,18,43.65250000000003,-79.38750000000023,2,5,5,2,0,0,2,2
15,15,28,8,43.657500000000034,-79.56250000000007,0,3,1,1,0,2,1,0
26,24,2,1,43.71250000000006,-79.51750000000011,0,0,0,1,0,0,0,0
18,20,18,5,43.67250000000004,-79.5375000000001,0,2,0,1,0,2,0,0
38,35,5,2,43.77250000000009,-79.46250000000016,0,0,1,1,0,0,0,0
36,74,15,4,43.76250000000009,-79.26750000000034,0,1,0,1,0,2,0,0
15,51,79,20,43.657500000000034,-79.38250000000023,3,7,4,1,1,0,2,2
28,70,24,6,43.72250000000007,-79.28750000000032,1,1,1,1,0,2,0,0
47,83,5,2,43.817500000000116,-79.22250000000038,0,1,0,1,0,0,0,0
27,25,2,1,43.717500000000065,-79.51250000000012,0,0,0,1,0,0,0,0
18,56,3,1,43.67250000000004,-79.35750000000026,0,1,0,0,0,0,0,0
19,21,15,4,43.677500000000045,-79.5325000000001,0,1,0,1,0,2,0,0
11,17,22,6,43.637500000000024,-79.55250000000008,0,2,0,1,0,2,1,0
30,30,8,3,43.73250000000007,-79.48750000000014,0,1,1,1,0,0,0,0
29,71,24,7,43.72750000000007,-79.28250000000033,0,3,1,1,0,2,0,0
48,84,6,2,43.82250000000012,-79.21750000000038,0,1,1,0,0,0,0,0
21,67,5,2,43.68750000000005,-79.30250000000031,0,0,1,1,0,0,0,0
40,80,2,1,43.7825000000001,-79.23750000000037,0,0,0,1,0,0,0,0
41,45,3,1,43.7875000000001,-79.41250000000021,0,1,0,0,0,0,0,0
33,41,34,11,43.74750000000008,-79.43250000000019,1,5,3,2,0,0,0,0
25,37,11,4,43.70750000000006,-79.45250000000017,0,2,1,1,0,0,0,0
44,50,3,1,43.80250000000011,-79.38750000000023,0,0,1,0,0,0,0,0
22,31,0,0,43.69250000000005,-79.48250000000014,0,0,0,0,0,0,0,0
25,73,27,7,43.70750000000006,-79.27250000000033,1,3,0,1,0,2,0,0
45,51,8,3,43.80750000000011,-79.38250000000023,0,2,0,1,0,0,0,0
32,81,21,6,43.74250000000008,-79.23250000000037,0,3,0,1,0,2,0,0
37,47,40,12,43.76750000000009,-79.40250000000022,1,5,2,2,0,1,1,0
24,77,20,5,43.70250000000006,-79.25250000000035,1,1,0,1,0,1,1,0
43,90,11,4,43.797500000000106,-79.18750000000041,0,2,1,1,0,0,0,0
14,63,6,2,43.65250000000003,-79.32250000000029,0,1,1,0,0,0,0,0
15,28,3,1,43.657500000000034,-79.49750000000013,0,0,1,0,0,0,0,0
7,24,3,1,43.617500000000014,-79.51750000000011,0,1,0,0,0,0,0,0
26,37,9,3,43.71250000000006,-79.45250000000017,0,2,1,0,0,0,0,0
18,33,2,1,43.67250000000004,-79.47250000000015,0,0,0,1,0,0,0,0
30,7,8,3,43.73250000000007,-79.60250000000003,0,1,1,1,0,0,0,0
36,87,26,7,43.76250000000009,-79.2025000000004,1,2,1,1,0,1,1,0
29,48,5,2,43.72750000000007,-79.39750000000022,0,1,0,1,0,0,0,0
21,44,25,8,43.68750000000005,-79.4175000000002,1,2,3,2,0,0,0,0
11,30,6,2,43.637500000000024,-79.48750000000014,0,1,1,0,0,0,0,0
10,34,5,2,43.63250000000002,-79.46750000000016,0,0,1,1,0,0,0,0
41,58,8,3,43.7875000000001,-79.34750000000027,0,2,0,1,0,0,0,0
33,54,8,3,43.74750000000008,-79.36750000000025,0,1,1,1,0,0,0,0
34,19,9,3,43.75250000000008,-79.54250000000009,0,2,1,0,0,0,0,0
25,50,32,9,43.70750000000006,-79.38750000000023,2,2,2,2,0,0,0,1
44,63,8,3,43.80250000000011,-79.32250000000029,0,1,1,1,0,0,0,0
39,97,2,1,43.777500000000096,-79.15250000000044,0,0,0,1,0,0,0,0
37,24,0,0,43.76750000000009,-79.51750000000011,0,0,0,0,0,0,0,0
43,67,3,1,43.797500000000106,-79.30250000000031,0,0,1,0,0,0,0,0
22,44,39,10,43.69250000000005,-79.4175000000002,2,2,2,1,0,1,1,1
14,40,8,3,43.65250000000003,-79.43750000000018,0,1,1,1,0,0,0,0
26,14,6,2,43.71250000000006,-79.56750000000007,0,1,1,0,0,0,0,0
17,51,81,23,43.66750000000004,-79.38250000000023,4,7,6,3,0,0,1,2
36,64,11,4,43.76250000000009,-79.3175000000003,0,2,1,1,0,0,0,0
28,60,5,2,43.72250000000007,-79.33750000000028,0,0,1,1,0,0,0,0
47,73,6,2,43.817500000000116,-79.27250000000033,0,1,1,0,0,0,0,0
40,34,11,4,43.7825000000001,-79.46750000000016,0,2,1,1,0,0,0,0
19,11,18,5,43.677500000000045,-79.58250000000005,0,1,1,1,0,2,0,0
29,61,0,0,43.72750000000007,-79.33250000000028,0,0,0,0,0,0,0,0
21,57,5,2,43.68750000000005,-79.35250000000026,0,1,0,1,0,0,0,0
40,70,2,1,43.7825000000001,-79.28750000000032,0,0,0,1,0,0,0,0
41,35,6,2,43.7875000000001,-79.46250000000016,0,2,0,0,0,0,0,0
33,31,5,2,43.74750000000008,-79.48250000000014,0,0,1,1,0,0,0,0
25,27,0,0,43.70750000000006,-79.50250000000013,0,0,0,0,0,0,0,0
10,47,8,3,43.63250000000002,-79.40250000000022,0,1,1,1,0,0,0,0
22,21,26,7,43.69250000000005,-79.5325000000001,1,3,0,1,0,1,1,0
14,17,16,5,43.65250000000003,-79.55250000000008,0,2,1,1,0,1,0,0
32,71,16,5,43.74250000000008,-79.28250000000033,0,2,1,1,0,1,0,0
24,67,5,2,43.70250000000006,-79.30250000000031,0,0,1,1,0,0,0,0
43,80,6,2,43.797500000000106,-79.23750000000037,0,2,0,0,0,0,0,0
16,63,5,2,43.66250000000004,-79.32250000000029,0,0,1,1,0,0,0,0
35,76,19,5,43.757500000000086,-79.25750000000035,1,1,1,1,0,1,0,0
15,18,20,6,43.657500000000034,-79.54750000000008,0,3,0,1,0,1,1,0
18,23,16,5,43.67250000000004,-79.52250000000011,0,2,1,1,0,1,0,0
46,91,3,1,43.812500000000114,-79.18250000000042,0,0,1,0,0,0,0,0
17,64,2,1,43.66750000000004,-79.3175000000003,0,0,0,1,0,0,0,0
36,77,28,7,43.76250000000009,-79.25250000000035,1,1,1,1,0,2,1,0
28,73,23,6,43.72250000000007,-79.27250000000033,1,2,0,1,0,1,1,0
21,34,8,3,43.68750000000005,-79.46750000000016,0,2,0,1,0,0,0,0
40,47,5,2,43.7825000000001,-79.40250000000022,0,0,1,1,0,0,0,0
33,8,5,2,43.74750000000008,-79.59750000000004,0,0,1,1,0,0,0,0
10,24,25,6,43.63250000000002,-79.51750000000011,1,1,0,1,0,2,1,0
42,93,3,1,43.7925000000001,-79.17250000000043,0,0,1,0,0,0,0,0
2,20,8,3,43.5925,-79.5375000000001,0,1,1,1,0,0,0,0
34,9,8,3,43.75250000000008,-79.59250000000004,0,1,1,1,0,0,0,0
25,40,6,2,43.70750000000006,-79.43750000000018,0,2,0,0,0,0,0,0
20,74,8,3,43.68250000000005,-79.26750000000034,0,1,1,1,0,0,0,0
39,87,24,6,43.777500000000096,-79.2025000000004,1,2,0,1,0,2,0,0
31,83,16,5,43.737500000000075,-79.22250000000038,0,2,1,1,0,1,0,0
32,48,49,14,43.74250000000008,-79.39750000000022,2,5,3,2,0,1,1,0
3,21,2,1,43.597500000000004,-79.5325000000001,0,0,0,1,0,0,0,0
43,57,3,1,43.797500000000106,-79.35250000000026,0,1,0,0,0,0,0,0
35,53,9,3,43.757500000000086,-79.37250000000024,0,2,1,0,0,0,0,0
32,84,21,6,43.74250000000008,-79.21750000000038,0,2,1,1,0,2,0,0
17,41,9,3,43.66750000000004,-79.43250000000019,0,2,1,0,0,0,0,0
35,89,5,2,43.757500000000086,-79.19250000000041,0,0,1,1,0,0,0,0
36,54,3,1,43.76250000000009,-79.36750000000025,0,1,0,0,0,0,0,0
28,50,5,2,43.72250000000007,-79.38750000000023,0,1,0,1,0,0,0,0
29,15,0,0,43.72750000000007,-79.56250000000007,0,0,0,0,0,0,0,0
47,63,5,2,43.817500000000116,-79.32250000000029,0,1,0,1,0,0,0,0
21,11,16,5,43.68750000000005,-79.58250000000005,0,3,0,1,0,1,0,0
38,100,0,0,43.77250000000009,-79.13750000000046,0,0,0,0,0,0,0,0
50,74,3,1,43.832500000000124,-79.26750000000034,0,0,1,0,0,0,0,0
29,51,9,3,43.72750000000007,-79.38250000000023,0,2,1,0,0,0,0,0
42,70,9,3,43.7925000000001,-79.28750000000032,0,2,1,0,0,0,0,0
21,47,30,8,43.68750000000005,-79.40250000000022,1,2,1,1,0,1,1,1
33,21,6,2,43.74750000000008,-79.5325000000001,0,2,0,0,0,0,0,0
25,17,3,1,43.70750000000006,-79.55250000000008,0,1,0,0,0,0,0,0
39,64,8,3,43.777500000000096,-79.3175000000003,0,1,1,1,0,0,0,0
31,60,6,2,43.737500000000075,-79.33750000000028,0,1,1,0,0,0,0,0
22,11,25,6,43.69250000000005,-79.58250000000005,1,1,0,1,0,2,1,0
14,7,5,2,43.65250000000003,-79.60250000000003,0,0,1,1,0,0,0,0
13,48,77,20,43.64750000000003,-79.39750000000022,3,6,3,3,1,0,2,2
32,61,11,4,43.74250000000008,-79.33250000000028,0,2,1,1,0,0,0,0
24,57,9,3,43.70250000000006,-79.35250000000026,0,2,1,0,0,0,0,0
43,70,6,2,43.797500000000106,-79.28750000000032,0,2,0,0,0,0,0,0
16,53,86,24,43.66250000000004,-79.37250000000024,4,8,6,2,0,0,2,2
35,66,5,2,43.757500000000086,-79.3075000000003,0,1,0,1,0,0,0,0
36,31,2,1,43.76250000000009,-79.48250000000014,0,0,0,1,0,0,0,0
28,27,3,1,43.72250000000007,-79.50250000000013,0,1,0,0,0,0,0,0
46,81,5,2,43.812500000000114,-79.23250000000037,0,0,1,1,0,0,0,0
38,77,23,6,43.77250000000009,-79.25250000000035,1,2,0,1,0,1,1,0
17,54,72,19,43.66750000000004,-79.36750000000025,2,6,6,1,1,0,2,1
28,63,5,2,43.72250000000007,-79.32250000000029,0,1,0,1,0,0,0,0
29,28,6,2,43.72750000000007,-79.49750000000013,0,2,0,0,0,0,0,0
21,24,22,6,43.68750000000005,-79.51750000000011,1,3,0,1,0,1,0,0
40,37,11,4,43.7825000000001,-79.45250000000017,0,2,1,1,0,0,0,0
27,67,8,3,43.717500000000065,-79.30250000000031,0,1,1,1,0,0,0,0
30,72,19,5,43.73250000000007,-79.27750000000033,1,1,1,1,0,1,0,0
10,14,22,6,43.63250000000002,-79.56750000000007,1,3,0,1,0,1,0,0
20,64,8,3,43.68250000000005,-79.3175000000003,0,1,1,1,0,0,0,0
39,77,27,7,43.777500000000096,-79.25250000000035,1,2,1,1,0,2,0,0
13,25,22,6,43.64750000000003,-79.51250000000012,1,3,0,1,0,1,0,0
31,73,30,8,43.737500000000075,-79.27250000000033,1,3,1,1,0,2,0,0
32,38,40,11,43.74250000000008,-79.44750000000018,2,2,3,2,0,1,0,1
23,69,8,3,43.697500000000055,-79.29250000000032,0,2,0,1,0,0,0,0
24,34,8,3,43.70250000000006,-79.46750000000016,0,1,1,1,0,0,0,0
